Fund Holdings as of,"11/Aug/2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"NIBE B","NIBE INDUSTRIER CLASS B","Industrials","Equity","1’470’825.65","0.24","1’470’825.65","411’314.00","3.58","Sweden","Nasdaq Omx Nordic","SEK"
"GJF","GJENSIDIGE FORSIKRING","Financials","Equity","1’455’368.29","0.24","1’455’368.29","57’383.00","25.36","Norway","Oslo Bors Asa","NOK"
"LOTB","LOTUS BAKERIES NV","Consumer Staples","Equity","1’439’100.00","0.24","1’439’100.00","117.00","12’300.00","Belgium","Nyse Euronext - Euronext Brussels","EUR"
"IDR","INDRA SISTEMAS SA","Information Technology","Equity","1’431’050.28","0.23","1’431’050.28","22’242.00","64.34","Spain","Bolsa De Madrid","EUR"
"ELISA","ELISA","Communication","Equity","1’428’280.00","0.23","1’428’280.00","40’808.00","35.00","Finland","Nasdaq Omx Helsinki Ltd.","EUR"
"BMED","BANCA MEDIOLANUM","Financials","Equity","1’419’133.56","0.23","1’419’133.56","58’812.00","24.13","Italy","Borsa Italiana","EUR"
"LHA","DEUTSCHE LUFTHANSA AG","Industrials","Equity","1’416’843.28","0.23","1’416’843.28","171’947.00","8.24","Germany","Xetra","EUR"
"AVOL","AVOLTA AG","Consumer Discretionary","Equity","1’415’524.03","0.23","1’415’524.03","27’067.00","52.30","Switzerland","SIX Swiss Exchange","CHF"
"JMT","JERONIMO MARTINS SA","Consumer Staples","Equity","1’391’017.12","0.23","1’391’017.12","81’251.00","17.12","Portugal","Nyse Euronext - Euronext Lisbon","EUR"
"EVK","EVONIK INDUSTRIES AG","Materials","Equity","1’324’956.54","0.22","1’324’956.54","73’527.00","18.02","Germany","Xetra","EUR"
"GET","GETLINK","Industrials","Equity","1’312’227.84","0.22","1’312’227.84","71’008.00","18.48","France","Nyse Euronext - Euronext Paris","EUR"
"RED","REDEIA CORPORACION SA","Utilities","Equity","1’275’256.71","0.21","1’275’256.71","83’187.00","15.33","Spain","Bolsa De Madrid","EUR"
"SW","SODEXO SA","Consumer Discretionary","Equity","1’274’796.60","0.21","1’274’796.60","22’209.00","57.40","France","Nyse Euronext - Euronext Paris","EUR"
"PAH3","PORSCHE AUTOMOBIL HOLDING PREF","Consumer Discretionary","Equity","1’257’983.36","0.21","1’257’983.36","43’924.00","28.64","Germany","Xetra","EUR"
"EDPR","EDP RENEWABLES SA","Utilities","Equity","1’235’394.93","0.20","1’235’394.93","91’443.00","13.51","Portugal","Nyse Euronext - Euronext Lisbon","EUR"
"BARN","BARRY CALLEBAUT AG","Consumer Staples","Equity","1’218’887.60","0.20","1’218’887.60","1’023.00","1’191.48","Switzerland","SIX Swiss Exchange","CHF"
"VAR","VAR ENERGI","Energy","Equity","1’190’161.64","0.20","1’190’161.64","268’564.00","4.43","Norway","Oslo Bors Asa","NOK"
"EUR","EUR CASH","Cash and/or Derivatives","Cash","1’166’257.40","0.19","1’166’257.40","1’166’257.00","100.00","European Union","-","EUR"
"AYV","AYVENS SA","Industrials","Equity","1’163’746.20","0.19","1’163’746.20","98’790.00","11.78","France","Nyse Euronext - Euronext Paris","EUR"
"MAP","MAPFRE SA","Financials","Equity","1’159’915.69","0.19","1’159’915.69","265’063.00","4.38","Spain","Bolsa De Madrid","EUR"
"BCVN","BC VAUD N","Financials","Equity","1’139’010.02","0.19","1’139’010.02","8’687.00","131.12","Switzerland","SIX Swiss Exchange","CHF"
"SOF","SOFINA SA","Financials","Equity","1’103’781.60","0.18","1’103’781.60","4’476.00","246.60","Belgium","Nyse Euronext - Euronext Brussels","EUR"
"INPST","INPOST SA","Industrials","Equity","1’102’125.09","0.18","1’102’125.09","71’059.00","15.51","Netherlands","Euronext Amsterdam","EUR"
"TUB","FINANCIERE DE TUBIZE SA","Health Care","Equity","1’099’975.80","0.18","1’099’975.80","5’747.00","191.40","Belgium","Nyse Euronext - Euronext Brussels","EUR"
"DIE","DIETEREN (D) SA","Consumer Discretionary","Equity","1’095’849.30","0.18","1’095’849.30","6’153.00","178.10","Belgium","Nyse Euronext - Euronext Brussels","EUR"
"LUND B","LUNDBERGFORETAGEN CLASS B","Financials","Equity","1’078’883.43","0.18","1’078’883.43","20’672.00","52.19","Sweden","Nasdaq Omx Nordic","SEK"
"ADP","AEROPORTS DE PARIS SA","Industrials","Equity","1’076’389.60","0.18","1’076’389.60","9’409.00","114.40","France","Nyse Euronext - Euronext Paris","EUR"
"CPR","DAVIDE CAMPARI MILANO NV","Consumer Staples","Equity","1’004’815.68","0.16","1’004’815.68","167’581.00","6.00","Italy","Borsa Italiana","EUR"
"OCTV SDB","OCTAVE INTELLIGENCE SDR PLC","Information Technology","Equity","993’942.62","0.16","993’942.62","59’566.00","16.69","Sweden","Nasdaq Omx Nordic","SEK"
"BALD B","FASTIGHETS BALDER CLASS B","Real Estate","Equity","990’702.53","0.16","990’702.53","202’023.00","4.90","Sweden","Nasdaq Omx Nordic","SEK"
"NEM","NEMETSCHEK","Information Technology","Equity","988’639.10","0.16","988’639.10","16’574.00","59.65","Germany","Xetra","EUR"
"GFC","GECINA SA","Real Estate","Equity","972’390.90","0.16","972’390.90","13’026.00","74.65","France","Nyse Euronext - Euronext Paris","EUR"
"EVD","CTS EVENTIM AG","Communication","Equity","964’292.10","0.16","964’292.10","16’526.00","58.35","Germany","Xetra","EUR"
"RAA","RATIONAL AG","Industrials","Equity","957’372.00","0.16","957’372.00","1’482.00","646.00","Germany","Xetra","EUR"
"SAGA B","SAGAX CLASS B","Real Estate","Equity","941’861.61","0.15","941’861.61","63’130.00","14.92","Sweden","Nasdaq Omx Nordic","SEK"
"SALM","SALMAR","Consumer Staples","Equity","940’073.82","0.15","940’073.82","19’456.00","48.32","Norway","Oslo Bors Asa","NOK"
"CVC","CVC CAPITAL PARTNERS PLC","Financials","Equity","932’650.92","0.15","932’650.92","60’444.00","15.43","Netherlands","Euronext Amsterdam","EUR"
"DEMANT","DEMANT","Health Care","Equity","923’630.96","0.15","923’630.96","24’296.00","38.02","Denmark","Omx Nordic Exchange Copenhagen A/S","DKK"
"BZU","BUZZI","Materials","Equity","919’346.95","0.15","919’346.95","22’105.00","41.59","Italy","Borsa Italiana","EUR"
"BIM","BIOMERIEUX SA","Health Care","Equity","846’486.00","0.14","846’486.00","11’470.00","73.80","France","Nyse Euronext - Euronext Paris","EUR"
"AAF","AIRTEL AFRICA PLC","Communication","Equity","833’644.14","0.14","833’644.14","219’851.00","3.79","United Kingdom","London Stock Exchange","GBP"
"BKW","BKW N AG","Utilities","Equity","821’137.50","0.13","821’137.50","5’848.00","140.41","Switzerland","SIX Swiss Exchange","CHF"
"ROCK B","ROCKWOOL CLASS B","Industrials","Equity","814’460.39","0.13","814’460.39","26’496.00","30.74","Denmark","Omx Nordic Exchange Copenhagen A/S","DKK"
"COV","COVIVIO SA","Real Estate","Equity","789’598.50","0.13","789’598.50","15’170.00","52.05","France","Nyse Euronext - Euronext Paris","EUR"
"LATO B","LATOUR INVESTMENT CLASS B","Industrials","Equity","715’284.32","0.12","715’284.32","40’753.00","17.55","Sweden","Nasdaq Omx Nordic","SEK"
"BOL","BOLLORE","Energy","Equity","671’824.53","0.11","671’824.53","177’356.00","3.79","France","Nyse Euronext - Euronext Paris","EUR"
"VSURE","VERISURE PLC","Industrials","Equity","665’822.34","0.11","665’822.34","70’190.00","9.49","Sweden","Nasdaq Omx Nordic","EUR"
"ICSEAGD","BLK ICS EUR LIQ FUND AGEN ACC T0","Cash and/or Derivatives","Money Market","472’752.96","0.08","472’752.96","4’317.00","109.52","Ireland","-","EUR"
"GBP","GBP CASH","Cash and/or Derivatives","Cash","231’629.56","0.04","231’629.56","197’919.00","117.03","United Kingdom","-","GBP"
"HSBFT","CASH COLLATERAL EUR HSBFT","Cash and/or Derivatives","Cash Collateral and Margins","124’000.00","0.02","124’000.00","124’000.00","100.00","European Union","-","EUR"
"USD","USD CASH","Cash and/or Derivatives","Cash","64’672.13","0.01","64’672.13","74’648.00","86.64","United States","-","USD"
"ICSSAGD","BLK ICS GBP LIQ AGENCY DIS","Cash and/or Derivatives","Money Market","60’894.20","0.01","60’894.20","52’032.00","1.17","Ireland","-","GBP"
"CHF","CHF CASH","Cash and/or Derivatives","Cash","42’034.19","0.01","42’034.19","39’336.00","106.86","Switzerland","-","CHF"
"DKK","DKK CASH","Cash and/or Derivatives","Cash","28’474.42","0.00","28’474.42","212’870.00","13.38","Denmark","-","DKK"
"NOK","NOK CASH","Cash and/or Derivatives","Cash","17’122.08","0.00","17’122.08","187’812.00","9.12","Norway","-","NOK"
"SEK","SEK CASH","Cash and/or Derivatives","Cash","4’837.92","0.00","4’837.92","53’116.00","9.11","Sweden","-","SEK"
"SXTU6","STOXX EUR SMALL200 SEP 26","Cash and/or Derivatives","Futures","0.00","0.00","209’100.00","10.00","418.20","European Union","Eurex Deutschland","EUR"
"RE2G=U6","RED ELECTRICA CORPOR SA SEP 26","Cash and/or Derivatives","Futures","0.00","0.00","417’938.88","27’200.00","15.37","-","Eurex Deutschland","EUR"
"SXRU6","STOXX EUR MID 200 SEP 26","Cash and/or Derivatives","Futures","0.00","0.00","1’242’900.00","36.00","690.50","European Union","Eurex Deutschland","EUR"
 
