Fund Holdings as of,"09/Jul/2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"USD","USD CASH","Cash and/or Derivatives","Cash","333’082","0.01","333’082.00","412’792","80.69","United States","-","USD"
"MOLN","MOLECULAR PARTNERS AG","Health Care","Equity","326’287","0.01","326’286.87","101’647","3.21","Switzerland","SIX Swiss Exchange","CHF"
"INFRAC","INFRACORE SA","Other","Equity","281’448","0.00","281’448.00","5’212","54.00","Switzerland","SIX Swiss Exchange","CHF"
"VARN","VARIA US PROPERTIES LTD AG","Real Estate","Equity","277’500","0.00","277’500.40","20’632","13.45","Switzerland","SIX Swiss Exchange","CHF"
"GURN","GURIT HOLDING AG","Materials","Equity","234’379","0.00","234’379.20","6’369","36.80","Switzerland","SIX Swiss Exchange","CHF"
"VZUG","V-ZUG N AG","Consumer Discretionary","Equity","221’441","0.00","221’440.80","5’488","40.35","Switzerland","SIX Swiss Exchange","CHF"
"LMN","LASTMINUTE NV","Consumer Discretionary","Equity","220’917","0.00","220’917.25","16’673","13.25","Switzerland","SIX Swiss Exchange","CHF"
"VBSN","IVF HARTMANN HOLDING AG","Health Care","Equity","212’160","0.00","212’160.00","1’632","130.00","Switzerland","SIX Swiss Exchange","CHF"
"GMI","GROUPE MINOTERIES SA","Consumer Staples","Equity","203’040","0.00","203’040.00","846","240.00","Switzerland","SIX Swiss Exchange","CHF"
"BCJ","BANQUE CANTONALE DU JURA SA","Financials","Equity","198’612","0.00","198’612.00","2’452","81.00","Switzerland","SIX Swiss Exchange","CHF"
"GAV","GAVAZZI N AG","Industrials","Equity","197’964","0.00","197’964.00","1’269","156.00","Switzerland","SIX Swiss Exchange","CHF"
"BBN","BELLEVUE GROUP AG","Financials","Equity","196’356","0.00","196’355.84","27’424","7.16","Switzerland","SIX Swiss Exchange","CHF"
"STGN","STARRAGTORNOS GROUP AG","Industrials","Equity","190’432","0.00","190’432.00","5’951","32.00","Switzerland","SIX Swiss Exchange","CHF"
"FTON","FEINTOOL INTERNATIONAL HOLDING AG","Consumer Discretionary","Equity","187’392","0.00","187’391.96","19’439","9.64","Switzerland","SIX Swiss Exchange","CHF"
"ZUBN","ZUEBLIN IMMOBILIEN HOLDING AG","Real Estate","Equity","161’491","0.00","161’491.00","3’047","53.00","Switzerland","SIX Swiss Exchange","CHF"
"CURN","CURATIS N AG","Health Care","Equity","159’022","0.00","159’022.00","6’914","23.00","Switzerland","SIX Swiss Exchange","CHF"
"KUD","KUDELSKI SA","Information Technology","Equity","157’869","0.00","157’869.43","128’873","1.23","Switzerland","SIX Swiss Exchange","CHF"
"KLIN","KLINGELNBERG N AG","Industrials","Equity","147’970","0.00","147’969.80","14’366","10.30","Switzerland","SIX Swiss Exchange","CHF"
"XLS","XLIFE SCIENCES AG","Health Care","Equity","142’560","0.00","142’560.00","7’920","18.00","Switzerland","SIX Swiss Exchange","CHF"
"SHLTN","SHL TELEMEDICINE LTD","Health Care","Equity","131’851","0.00","131’850.75","141’775","0.93","Israel","SIX Swiss Exchange","CHF"
"ESUN","EDISUN POWER EUROPE AG","Utilities","Equity","112’060","0.00","112’060.00","1’724","65.00","Switzerland","SIX Swiss Exchange","CHF"
"WIHN","WISEKEY N AG","Information Technology","Equity","88’592","0.00","88’592.00","7’840","11.30","Switzerland","SIX Swiss Exchange","CHF"
"EUR","EUR CASH","Cash and/or Derivatives","Cash","78’215","0.00","78’214.64","84’787","92.25","European Union","-","EUR"
"MCHN","MCH GROUP AG","Communication","Equity","66’941","0.00","66’940.56","10’938","6.12","Switzerland","SIX Swiss Exchange","CHF"
"GAM","GAM HOLDING AG","Financials","Equity","56’376","0.00","56’375.96","924’196","0.06","Switzerland","SIX Swiss Exchange","CHF"
"MMTX","MINDMAZE THERAPEUTICS HOLDING SA","Health Care","Equity","44’680","0.00","44’679.96","248’222","0.18","Switzerland","SIX Swiss Exchange","CHF"
"HLEE","HIGHLIGHT EVENT AND ENTERTAINMENT","Communication","Equity","34’452","0.00","34’452.00","6’264","5.50","Switzerland","SIX Swiss Exchange","CHF"
"STRN","SCHLATTER INDUSTRIES AG","Industrials","Equity","23’418","0.00","23’418.00","1’301","18.00","Switzerland","SIX Swiss Exchange","CHF"
"EVE","EVOLVA HOLDING SA EN LIQUIDATION","Materials","Equity","21’861","0.00","21’861.36","10’121","2.16","Switzerland","SIX Swiss Exchange","CHF"
"VILN","VILLARS HOLDING SA","Consumer Staples","Equity","14’375","0.00","14’375.00","25","575.00","Switzerland","SIX Swiss Exchange","CHF"
"ADXN","ADDEX THERAPEUTICS LTD","Health Care","Equity","3’332","0.00","3’331.92","83’298","0.04","Switzerland","SIX Swiss Exchange","CHF"
"SPEX","SPEXIS N AG","Health Care","Equity","0","0.00","0.18","18’248","0.00","Switzerland","SIX Swiss Exchange","CHF"
"THAG","TALENTHOUSE AG","Communication","Equity","2","0.00","1.88","188’482","0.00","Switzerland","SIX Swiss Exchange","CHF"
"SMU6","SWISS MKT IX SEP 26","Cash and/or Derivatives","Futures","0","0.00","59’703’000.00","420","14’215.00","Switzerland","Eurex Deutschland","CHF"
 
